Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count
ENSDARG00000045561	1.0640547552946908e-8	1.5097416899409812e-6	1.7010733308880004	4	17662413	17669881	-1	protein_coding	dram1	DNA-damage regulated autophagy modulator 1 [Source:ZFIN;Acc:ZDB-GENE-041010-147]	27	37	27	19	24	24	8	14	11	9	5	8	32.02732172658282	31.241815674706565	28.088564466188252	27.195398630912784	23.01437476094712	24.192000903255256	10.133162263763808	14.529005106483895	7.90839555054196	10.162927711536804	3.7035715047023725	6.523152577432488
ENSDARG00000069627	1.0841080427611835e-8	1.529454698963647e-6	2.621757744964991	8	6880262	6897619	-1	protein_coding	si:ch211-255g12.8	si:ch211-255g12.8 [Source:ZFIN;Acc:ZDB-GENE-081104-39]	7	27	23	27	14	21	2	3	3	2	7	6	8.30337970689184	22.798081708569654	23.927295656382586	38.646092791297114	13.425051943885821	21.168000790348348	2.533290565940952	3.1133582371036916	2.156835150147807	2.2584283803415124	5.185000106583321	4.892364433074366
ENSDARG00000041140	1.3060971846355598e-8	1.8322255985593758e-6	-0.5886682997677292	18	20468157	20482855	1	protein_coding	ddb2	damage-specific DNA binding protein 2 [Source:NCBI gene;Acc:100004133]	199	327	224	211	269	267	313	398	423	407	523	503	236.0532230959252	276.11010069267695	233.03105334911734	302.0120584801367	257.95278377894897	269.1360100487147	396.459973569759	413.03885945575644	304.1137561708408	459.59017539949775	387.3935793918682	410.1432183060677
ENSDARG00000069844	1.4337872345775263e-8	2.00005264239101e-6	2.772173918192562	9	21833628	21838045	-1	protein_coding	acod1	aconitate decarboxylase 1 [Source:ZFIN;Acc:ZDB-GENE-081104-428]	40	26	11	42	31	19	4	9	5	6	4	1	47.447884039381954	21.953708311955964	11.443489226965584	60.116144342017726	29.72690073289003	19.152000715077076	5.066581131881904	9.340074711311075	3.5947252502463454	6.775285141024537	2.962857203761898	0.815394072179061
ENSDARG00000038489	1.5304241770055963e-8	2.1159697168843316e-6	0.7426328753700494	22	36656680	36661461	1	protein_coding	b3gnt7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:ZFIN;Acc:ZDB-GENE-021210-4]	263	351	261	175	258	224	105	131	296	161	201	175	311.9698375589363	296.3750622114055	271.5227898398198	250.4839347584072	247.40452868018156	225.79200843038237	132.99775471189997	135.94997635352786	212.80773481458365	181.80348461749173	148.88357448903537	142.6939626313357
ENSDARG00000004034	1.5339289127635105e-8	2.1159697168843316e-6	0.2871784356451349	3	27713610	27769232	1	protein_coding	arhgdig	Rho GDP dissociation inhibitor (GDI) gamma [Source:ZFIN;Acc:ZDB-GENE-040426-1493]	2036	2763	2215	1620	2425	2105	1530	1907	2653	1731	2286	2282	2415.0972976045414	2333.003694843628	2304.302603429888	2318.7655674778266	2325.4107831373653	2121.8400792230127	1937.9672829448284	1979.0580527189134	1907.3612177807108	1954.6697631855789	1693.2728919499248	1860.7292727126173
ENSDARG00000018566	1.6134873473941732e-8	2.2134193831932226e-6	1.5948671014700107	25	35019693	35041057	1	protein_coding	flnca	filamin C, gamma a (actin binding protein 280) [Source:ZFIN;Acc:ZDB-GENE-070503-1]	1125	4638	1193	1396	2844	1821	458	650	1408	613	921	833	1334.4717386076175	3916.2038134942986	1241.0984225245402	1998.1461309870656	2727.203409172234	1835.5680685344923	580.123539600478	674.5609513724665	1012.2746304693709	692.2082985746736	682.197871166177	679.2232621251578
ENSDARG00000043492	1.785509183566847e-8	2.435944671866198e-6	2.2683690891979618	13	311380	318827	1	protein_coding	irf1a	interferon regulatory factor 1a [Source:ZFIN;Acc:ZDB-GENE-060421-4031]	48	43	17	16	29	19	9	8	7	4	3	9	56.93746084725834	36.308056054388715	17.685392441674086	22.90138832076866	27.80903616947777	19.152000715077076	11.399807546734284	8.302288632276511	5.032615350344884	4.516856760683025	2.2221429028214237	7.3385466496115495
ENSDARG00000036414	1.865893685287642e-8	2.5317016505842707e-6	0.38922129637455805	7	20147202	20225261	1	protein_coding	si:ch73-335l21.1	si:ch73-335l21.1 [Source:ZFIN;Acc:ZDB-GENE-130530-591]	1316	1698	1376	1166	1472	1387	899	1184	1346	996	1544	1463	1561.0353848956663	1433.7460274500472	1431.4764705731495	1668.938673876016	1411.5483186714234	1398.0960522006267	1138.714109390458	1228.7387175769236	967.7000373663162	1124.697333410073	1143.6628806520926	1192.9215275979664
ENSDARG00000056654	1.9599152805400144e-8	2.6448204573808998e-6	1.679596273443788	22	22004082	22014961	1	protein_coding	gna15.3	guanine nucleotide binding protein (G protein), alpha 15 (Gq class), tandem duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-050208-700]	40	42	49	47	56	52	13	19	5	18	18	29	47.447884039381954	35.46368265777502	50.97554292011942	67.27282819225793	53.700207775543284	52.41600195705305	16.466388678616187	19.717935501656715	3.5947252502463454	20.32585542307361	13.332857416928542	23.64642809319277
ENSDARG00000058158	2.578450695524584e-8	3.4606989605338067e-6	0.8659088102622252	24	24831727	24846603	1	protein_coding	trim55b	tripartite motif containing 55b [Source:ZFIN;Acc:ZDB-GENE-060312-37]	129	220	166	115	230	178	64	72	193	72	153	118	153.0194260270068	185.762147255012	172.69265560693518	164.60372855552473	220.55442479240992	179.42400669914315	81.06529811011046	74.7205976904886	138.75639465950894	81.30342169229444	113.3292880438926	96.2165005171292
ENSDARG00000091253	2.6164954362156902e-8	3.4928807355503005e-6	0.6960493143004418	8	1015243	1051527	-1	protein_coding	smyd1b	SET and MYND domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-060522-1]	493	1044	620	509	690	574	346	419	484	475	487	500	584.7951707853825	881.5258260646933	644.9966655198784	728.550415954453	661.6632743772298	578.5920216028549	438.2592679077847	434.83236711548227	347.96940422384625	536.3767403311092	360.7278645580111	407.6970360895305
ENSDARG00000052115	2.930708496653876e-8	3.891416682990147e-6	1.5117715835397931	25	10410620	10436906	1	protein_coding	ehf	ets homologous factor [Source:ZFIN;Acc:ZDB-GENE-060312-7]	41	42	25	22	42	33	12	13	16	19	10	11	48.6340811403665	35.46368265777502	26.007930061285418	31.489408941056904	40.275155831657464	33.264001241975976	15.199743395645712	13.49121902744933	11.503120800788306	21.455069613244365	7.407143009404745	8.969334793969672
ENSDARG00000101706	3.118140871861035e-8	4.11826797065476e-6	1.0227205859574122	7	16548219	16562202	-1	protein_coding	csrp3	cysteine and glycine-rich protein 3 (cardiac LIM protein) [Source:ZFIN;Acc:ZDB-GENE-041010-119]	77	195	94	86	105	98	52	40	61	52	75	85	91.33717677581026	164.65281233966974	97.78981703043317	123.09496222413154	100.68788957914366	98.78400368829229	65.86555471446475	41.51144316138256	43.85564805300542	58.71913788887932	55.553572570535586	69.30849613522018
ENSDARG00000092778	3.170860475744578e-8	4.165738921308882e-6	3.7163550910365064	3	5083407	5113772	1	protein_coding	si:ch73-338o16.4	si:ch73-338o16.4 [Source:ZFIN;Acc:ZDB-GENE-131119-14]	28	32	4	13	43	16	5	3	1	0	0	2	33.21351882756736	27.01994869163811	4.161268809805667	18.607378010624537	41.23408811336359	16.128000602170168	6.33322641485238	3.1133582371036916	0.7189450500492691	0	0	1.630788144358122
ENSDARG00000094695	3.346438245891087e-8	4.373266402393457e-6	0.5083553656976362	3	34140507	34147100	1	protein_coding	si:dkey-204f11.64	si:dkey-204f11.64 [Source:ZFIN;Acc:ZDB-GENE-030131-8332]	668	866	681	504	742	605	441	432	761	492	552	602	792.3796634576786	731.2273614674564	708.4560148694148	721.3937321042127	711.5277530259485	609.8400227695595	558.5905697899799	448.3235861429316	547.1171830874938	555.573381564012	408.87429411914195	490.86723145179474
ENSDARG00000078567	3.590015208170705e-8	4.667019770621916e-6	-0.41101000562494733	8	13700605	13788311	1	protein_coding	lonrf1l	LON peptidase N-terminal domain and ring finger 1, like [Source:ZFIN;Acc:ZDB-GENE-081104-397]	1486	2105	1821	1345	1876	1715	1821	2193	2824	2390	3700	2969	1762.6888920630395	1777.4059998718194	1894.4176256640299	1925.1479557146154	1798.9569604807	1728.720064545115	2306.561060289237	2275.8648713227985	2030.3008213391358	2698.821914508107	2740.642913479756	2420.9050002996323
ENSDARG00000097239	3.7114760752119406e-8	4.799789111849608e-6	1.0014520710299377	16	48753664	48756697	1	protein_coding	si:ch73-31d8.2	si:ch73-31d8.2 [Source:ZFIN;Acc:ZDB-GENE-030131-8387]	40	60	46	39	50	57	15	26	35	18	40	36	47.447884039381954	50.66240379682146	47.85459131276517	55.82213403187361	47.9466140853065	57.45600214523123	18.99967924455714	26.98243805489866	25.163076751724418	20.32585542307361	29.62857203761898	29.354186598446198
ENSDARG00000043128	3.7711739603640915e-8	4.851722768696394e-6	0.47776890505073805	15	2638884	2640966	-1	protein_coding	cldne	claudin e [Source:ZFIN;Acc:ZDB-GENE-010328-5]	1421	1980	1345	1475	1950	1552	935	1218	1753	1062	1610	1582	1685.5860804990439	1671.8593252951082	1399.2266372971555	2111.221735820861	1869.9179493269537	1564.4160584105064	1184.313339577395	1264.0234442640988	1260.3106727363688	1199.225469961343	1192.550024514164	1289.9534221872746
ENSDARG00000026925	3.8739847048288715e-8	4.9583010423144786e-6	2.7057809419440235	5	43782267	43796971	1	protein_coding	nos2a	nitric oxide synthase 2a, inducible [Source:ZFIN;Acc:ZDB-GENE-040305-1]	17	59	18	21	22	21	1	1	6	11	7	1	20.16535071673733	49.81803040020777	18.7257096441255	30.058072171008863	21.09651019753486	21.168000790348348	1.266645282970476	1.0377860790345639	4.313670300295614	12.421356091878318	5.185000106583321	0.815394072179061
ENSDARG00000075612	4.095125616680644e-8	5.214459951906687e-6	-0.4126988664926313	13	30874153	30910016	1	protein_coding	ercc6	excision repair cross-complementation group 6 [Source:ZFIN;Acc:ZDB-GENE-070228-1]	337	485	370	217	428	390	378	478	732	433	755	648	399.7484230317929	409.5210973576401	384.9173649070242	310.6000791004249	410.42301657022364	393.12001467789787	478.79191696283993	496.0617457785215	526.2677766360649	488.9497443439374	559.2392972100582	528.3753587720315
ENSDARG00000075504	4.783854618441855e-8	6.060362764077105e-6	1.4408353396839422	11	1584747	1607337	1	protein_coding	si:dkey-40c23.2	si:dkey-40c23.2 [Source:ZFIN;Acc:ZDB-GENE-030131-5958]	52	87	29	24	43	45	13	20	24	10	29	22	61.68224925119654	73.46048550539112	30.169198871091087	34.35208248115299	41.23408811336359	45.3600016936036	16.466388678616187	20.75572158069128	17.254681201182457	11.292141901707561	21.48071472727376	17.938669587939344
ENSDARG00000068947	5.540677465105607e-8	6.9351899980325155e-6	-3.1083258625665837	18	15706160	15718931	1	protein_coding	si:ch211-264e16.1	si:ch211-264e16.1 [Source:ZFIN;Acc:ZDB-GENE-060503-226]	3	5	15	1	0	7	17	45	136	13	75	49	3.5585913029536465	4.2218669830684545	15.604758036771251	1.4313367700480413	0	7.056000263449449	21.53296981049809	46.70037355655538	97.7765268067006	14.67978447221983	55.553572570535586	39.95430953677399
ENSDARG00000114870	5.558199960850007e-8	6.9351899980325155e-6	0.45103067541484543	14	51098036	51115196	1	protein_coding	CABZ01078594.1	NA	1391	2208	1875	1431	1650	1510	1096	1148	1670	1159	1730	1711	1650.0001674695075	1864.3764597230297	1950.5947545964063	2048.242917938747	1582.2382648151147	1522.0800568298098	1388.2432301356416	1191.3784187316794	1200.6382335822793	1308.7592464079064	1281.435740627021	1395.1392574983734
ENSDARG00000088411	5.558207046349056e-8	6.9351899980325155e-6	-0.9415797586694674	6	10943188	10964083	-1	protein_coding	notum2	Danio rerio notum pectinacetylesterase 2 (notum2), mRNA. [Source:RefSeq mRNA;Acc:NM_001353872]	52	52	62	36	66	67	102	108	215	83	133	108	61.68224925119654	43.90741662391193	64.49966655198784	51.528123721729486	63.289530592604585	67.53600252158759	129.19781886298856	112.0808965357329	154.57318576059285	93.72477778417276	98.5150020250831	88.06255979533859
ENSDARG00000036820	5.6499986807807757e-8	7.014473362189333e-6	0.48378563834444277	8	26292560	26326501	1	protein_coding	mgll	monoglyceride lipase [Source:ZFIN;Acc:ZDB-GENE-031006-9]	1471	1852	1142	1067	1822	1390	912	1009	1562	995	1384	1333	1744.8959355482712	1563.7795305285556	1188.042245199518	1527.23633364126	1747.174617268569	1401.1200523135335	1155.1804980690742	1047.126153745875	1122.9921681769583	1123.5681192199024	1025.1485925016168	1086.9202982146883
ENSDARG00000012311	6.165523928007622e-8	7.5833921377761726e-6	0.8974166511278215	7	69829442	69857692	-1	protein_coding	myoz2a	myozenin 2a [Source:ZFIN;Acc:ZDB-GENE-040426-1880]	483	762	474	522	521	452	305	252	282	257	386	498	572.9331997755371	643.4125282196325	493.11035396197155	747.1577939650775	499.60371876889377	455.6160170113073	386.3268113059952	261.5220919167101	202.7425041138939	290.2080468738843	285.91572016302314	406.0662479451724
ENSDARG00000025094	6.16933230701082e-8	7.5833921377761726e-6	0.35239662013721307	6	42932757	42949184	-1	protein_coding	edem1	ER degradation enhancer, mannosidase alpha-like 1 [Source:ZFIN;Acc:ZDB-GENE-040426-808]	458	641	469	374	602	569	319	397	639	400	558	504	543.2782722509234	541.2433472293759	487.90876794971444	535.3199519979675	577.2772335870903	573.5520214146767	404.05984526758186	412.0010733767219	459.4058869814829	451.6856760683024	413.3185799247848	410.95861237824676
ENSDARG00000039754	7.128045865836248e-8	8.718688613237145e-6	-0.6111773800731993	8	26007308	26032245	1	protein_coding	xpc	xeroderma pigmentosum, complementation group C [Source:ZFIN;Acc:ZDB-GENE-030131-8461]	216	393	293	191	341	301	347	385	533	535	640	557	256.21857381266256	331.8387448691806	304.81294031826513	273.38532307917586	326.9959080617904	303.4080113283263	439.5259131907552	399.5476404283071	383.19771167626044	604.1295917413545	474.0571526019037	454.174498203737
ENSDARG00000087832	7.351804860953982e-8	8.94829974007291e-6	1.161639668690907	16	25701985	25741225	-1	protein_coding	bcl3	BCL3 transcription coactivator [Source:ZFIN;Acc:ZDB-GENE-061013-1]	55	70	43	44	47	38	14	26	40	19	37	20	65.24084055415018	59.10613776295837	44.73363970541092	62.97881788211381	45.069817240188115	38.30400143015415	17.733033961586663	26.98243805489866	28.757802001970763	21.455069613244365	27.406429134797555	16.30788144358122
ENSDARG00000044094	8.439153908263893e-8	1.022166788010695e-5	0.6650990437012919	21	32390707	32436679	-1	protein_coding	gfpt2	glutamine-fructose-6-phosphate transaminase 2 [Source:ZFIN;Acc:ZDB-GENE-071113-1]	519	708	338	325	493	488	252	279	457	314	375	394	615.6362954109808	597.8163648024932	351.62721442857884	465.1844502656134	472.75361488112213	491.90401836619014	319.19461130855996	289.5423160506433	328.55788787251595	354.5732557136174	277.7678628526779	321.26526443855005
ENSDARG00000100788	8.895698585228047e-8	1.072233960539866e-5	0.7604554974363824	1	58922027	58935898	1	protein_coding	trip10b	thyroid hormone receptor interactor 10b [Source:ZFIN;Acc:ZDB-GENE-040426-969]	118	117	96	88	132	87	50	59	99	67	88	76	139.97125791617677	98.79168740380184	99.87045143533601	125.95763576422762	126.57906118520917	87.6960032743003	63.3322641485238	61.22937866303927	71.17555995487764	75.65735074144067	65.18285848276176	61.96994948560864
ENSDARG00000063223	9.564050103399236e-8	1.1472239810019471e-5	0.8058509766684178	2	6261413	6262441	-1	protein_coding	arl14	ADP-ribosylation factor-like 14 [Source:ZFIN;Acc:ZDB-GENE-070705-288]	71	109	62	67	94	99	36	57	76	43	71	49	84.21999416990296	92.03670023089231	64.49966655198784	95.89956359321876	90.13963448037623	99.79200372592793	45.599230186937135	59.15380650497014	54.63982380374445	48.556210177342514	52.59071536677369	39.95430953677399
ENSDARG00000116804	9.871038058865388e-8	1.1783551682770556e-5	0.8439692275526289	20	54829098	54869006	-1	protein_coding	CABZ01037174.1	NA	123	152	85	59	115	116	59	65	80	44	94	72	145.9022434210995	128.34475628528102	88.42696220837043	84.44886943283443	110.27721239620496	116.92800436573373	74.73207169525809	67.45609513724665	57.515604003941526	49.68542436751327	69.62714428840461	58.708373196892396
ENSDARG00000074126	1.0432849856731356e-7	1.2394624973332037e-5	0.6807790001093221	8	16470358	16515127	-1	protein_coding	ttc39a	tetratricopeptide repeat domain 39A [Source:ZFIN;Acc:ZDB-GENE-091116-42]	178	191	155	92	193	168	77	114	141	116	123	124	211.14308397524968	161.27531875321498	161.2491663799696	131.6829828444198	185.0739303692831	169.34400632278678	97.53168678872666	118.30761300994028	101.37125205694694	130.9888460598077	91.10785901567837	101.10886495020357
ENSDARG00000087574	1.0513909109226133e-7	1.2431445865813566e-5	1.110050645193876	14	41345175	41361847	1	protein_coding	nox1	NADPH oxidase 1 [Source:ZFIN;Acc:ZDB-GENE-070404-1]	122	107	72	64	110	87	43	43	36	44	56	75	144.71604632011494	90.34795343766493	74.902838576502	91.60555328307464	105.4825509876743	87.6960032743003	54.46574716773047	44.62480139848625	25.882021801773686	49.68542436751327	41.48000085266657	61.15455541342958
ENSDARG00000090268	1.0713130182982382e-7	1.2601103414041736e-5	-0.6213992069997508	19	5339364	5345932	-1	protein_coding	krtt1c19e	keratin type 1 c19e [Source:ZFIN;Acc:ZDB-GENE-050506-95]	15572	18289	24267	13628	15728	21454	21997	27547	47596	24491	37556	38431	18471.461256531395	15442.745050667794	25245.37755188853	19506.257502214707	15082.086926674014	21625.632807434926	27862.39628950156	28587.89311916513	34218.90860214501	27655.584731471987	27818.266286120463	31336.409587913495
ENSDARG00000067797	1.075889618919391e-7	1.2601103414041736e-5	0.7977813522071048	25	35553542	35572245	1	protein_coding	spi1a	Spi-1 proto-oncogene a [Source:ZFIN;Acc:ZDB-GENE-060825-351]	101	132	93	106	99	101	56	70	81	52	71	92	119.80590719943943	111.4572883530072	96.74949982798175	151.72169762509236	94.93429588890687	101.80800380119919	70.93213584634665	72.64502553241947	58.2345490539908	58.71913788887932	52.59071536677369	75.01625464047362
ENSDARG00000091085	1.337746251881543e-7	1.559447860761442e-5	3.109370569850569	18	10689772	10690365	1	protein_coding	lepa	leptin a [Source:ZFIN;Acc:ZDB-GENE-081001-1]	9	9	8	13	24	19	1	3	1	2	4	0	10.67577390886094	7.599360569523219	8.322537619611333	18.607378010624537	23.01437476094712	19.152000715077076	1.266645282970476	3.1133582371036916	0.7189450500492691	2.2584283803415124	2.962857203761898	0
ENSDARG00000077641	1.4194366710571935e-7	1.6469445113247717e-5	-0.6270545944727097	16	42900238	42933332	-1	protein_coding	thbs3a	thrombospondin 3a [Source:NCBI gene;Acc:252849]	194	211	192	122	218	240	261	259	566	265	388	381	230.12223759100246	178.16278668548878	199.74090287067202	174.62308594586102	209.04723741193635	241.92000903255254	330.59441885529424	268.78659446995204	406.9228983278863	299.24176039525037	287.3971487649041	310.66514150022226
ENSDARG00000100660	1.5466209218328464e-7	1.7861673250748642e-5	0.7910124983823887	4	269443	277081	-1	protein_coding	si:ch73-252i11.1	si:ch73-252i11.1 [Source:ZFIN;Acc:ZDB-GENE-141210-7]	105	149	132	79	150	118	70	71	135	47	99	68	124.55069560337762	125.81163609543995	137.321870723587	113.07560483379525	143.8398422559195	118.944004441005	88.66516980793332	73.68281161145404	97.05758175665133	53.07306693802554	73.33071579310698	55.446796908176154
